"num_minors","hombre","bin_head","age","bin_headFemale","age2","estrato1","maximo_nivel_educativo","tamano_empresa","tiempo_empresa_actual","formal","hoursWorkUsual","ingreso_laboral_horas_actuales","oficio","log_ingreso_laboral_horas_actuales","age_grupo"
0,1,1,45,0,2025,"2","6","4",4,0,60,5648.83271135603,"79",8.61047092531803,"45-54"
0,1,1,36,0,1296,"2","7","4",7,1,60,8427.6399710519,"3",8.93121280488026,"35-44"
0,1,1,62,0,3844,"2","6","1",180,1,89,79333.3359375,"41",11.2814136968111,"60+"
1,0,1,67,1,4489,"1","6","5",36,1,40,4926.4462890625,"54",8.50237317324953,"60+"
1,0,0,38,0,1444,"1","6","1",60,0,60,4159.55447387695,"79",8.29918170933037,"35-44"
1,1,0,49,0,2401,"1","4","4",120,1,82,3410.017578125,"77",8.13447272513964,"45-54"
0,0,1,39,1,1521,"2","7","5",72,0,60,3540.95568847656,"57",8.10753703444939,"35-44"
0,1,0,46,0,2116,"2","6","5",2,0,50,5695.00732421875,"57",8.64734516195925,"45-54"
0,1,1,50,0,2500,"2","6","2",2,0,54,5105.1221110026,"84",8.44586357192553,"45-54"
0,1,0,29,0,841,"2","6","7",60,1,40,9031.9443359375,"97",9.1085229428275,"25-34"
0,1,0,21,0,441,"2","6","9",27,1,40,6613.05517578125,"39",8.79680103117248,"18-24"
0,1,0,24,0,576,"2","7","9",20,1,40,6156.111328125,"39",8.72520057928599,"18-24"
1,1,1,45,0,2025,"2","6","2",4,1,48,7420.33885091146,"85",8.77796698338465,"45-54"
2,1,1,32,0,1024,"2","6","1",2,1,72,5121.04207803915,"98",8.479953588418,"25-34"
2,0,0,32,0,1024,"2","7","9",1,1,50,7742,"13",8.95441533113759,"25-34"
1,1,1,34,0,1156,"2","4","8",192,1,48,4861.111328125,"95",8.4890223590924,"25-34"
1,0,0,21,0,441,"2","6","9",1,0,48,4226.5078125,"97",8.34913135482344,"18-24"
1,1,1,38,0,1444,"1","7","9",156,1,40,25985.1678292411,"12",9.91856271368791,"35-44"
1,0,0,37,0,1369,"1","7","5",0,1,48,4277.77783203125,"39",8.36118895562229,"35-44"
0,0,0,39,0,1521,"2","7","9",12,1,45,6285.53857421875,"19",8.7460068093528,"35-44"
0,1,0,41,0,1681,"2","7","7",252,1,48,4688.31298828125,"59",8.45282809274012,"35-44"
0,0,1,37,1,1369,"2","7","9",6,1,40,29118.0546875,"8",10.2791136967653,"35-44"
0,1,0,62,0,3844,"2","4","1",48,0,48,5632.12133789062,"84",8.48980547605328,"60+"
0,1,0,48,0,2304,"2","5","3",168,1,48,10702.546875,"85",9.27823701782731,"45-54"
2,1,0,38,0,1444,"1","5","4",1,1,50,6533.33349609375,"85",8.78467258146281,"35-44"
2,0,0,72,0,5184,"1","4","1",48,0,30,3855.09116804096,"54",8.08724341737417,"60+"
4,1,1,31,0,961,"1","6","4",6,0,26,4846.15380859375,"77",8.48594064016164,"25-34"
4,0,0,30,0,900,"1","6","1",1,0,25,7496.994140625,"37",8.90850472649912,"25-34"
1,1,1,39,0,1521,"1","4","2",24,0,48,4189.20864868164,"99",8.3083013102678,"35-44"
1,0,0,41,0,1681,"1","5","8",12,1,48,4034.72216796875,"45",8.3026927228114,"35-44"
1,0,1,42,1,1764,"2","6","9",4,1,48,6262.13671875,"56",8.7422767347285,"35-44"
1,1,0,25,0,625,"2","6","9",3,0,60,2800,"97",7.9373746961633,"25-34"
1,1,1,26,0,676,"2","7","9",68,1,48,7574.63671875,"97",8.93256067130676,"25-34"
1,0,0,35,0,1225,"2","7","9",96,1,45,10596.7900390625,"97",9.26830640773542,"35-44"
1,1,1,58,0,3364,"1","3","2",1,0,48,3888.88891601562,"95",8.26587877011078,"55-60"
1,1,0,27,0,729,"1","5","2",2,0,48,3645.83325195312,"95",8.20134021967633,"25-34"
1,1,0,24,0,576,"1","6","4",48,1,50,3733.33325195312,"87",8.2250567468168,"18-24"
1,0,0,23,0,529,"1","6","9",12,1,48,3888.88891601562,"55",8.26587877011078,"18-24"
2,1,1,51,0,2601,"1","1","1",11,0,56,10269.2976074219,"41",9.03216603467501,"45-54"
2,1,1,32,0,1024,"1","3","1",96,0,60,6089.8826385498,"45",8.50163749160376,"25-34"
2,0,0,29,0,841,"1","4","1",12,0,30,3875.87303644494,"54",8.15960789924374,"25-34"
1,1,1,41,0,1681,"3","7","7",96,1,48,14583.3330078125,"21",9.58763458079622,"35-44"
1,0,0,31,0,961,"3","7","9",1,1,40,10357.6213887533,"19",9.1083390521346,"25-34"
1,1,1,21,0,441,"2","6","3",1,0,60,1944.44445800781,"58",7.57273158955083,"18-24"
1,1,0,22,0,484,"2","6","1",1,0,40,4713.56914881656,"45",8.30994918442014,"18-24"
1,1,0,19,0,361,"2","6","1",1,0,55,4713.56914881656,"45",8.30994918442014,"18-24"
1,0,1,28,1,784,"2","7","9",18,1,48,4666.39794921875,"38",8.44814273596109,"25-34"
1,0,1,34,1,1156,"2","3","6",60,0,60,3920,"97",8.27384693278451,"25-34"
2,1,1,42,0,1764,"2","6","6",3,1,48,5517.35791015625,"58",8.61565438522226,"35-44"
2,0,0,29,0,841,"2","6","5",0,1,84,3173.0322265625,"58",8.06244294802784,"25-34"
0,1,0,24,0,576,"3","6","9",31,1,48,9766.7822265625,"99",9.1867423383383,"18-24"
2,1,1,34,0,1156,"2","7","1",18,0,6,5121.04207803915,"98",8.479953588418,"25-34"
2,0,0,33,0,1089,"2","7","9",24,1,40,11375,"13",9.33917324381915,"25-34"
1,1,1,36,0,1296,"2","4","7",36,1,48,5835.9794921875,"30",8.67179739561791,"35-44"
1,0,0,30,0,900,"2","6","5",2,0,60,3963.0324125744,"79",8.20799159642281,"25-34"
0,1,1,36,0,1296,"4","7","9",60,1,40,27066.666015625,"13",10.2060582134284,"35-44"
3,0,1,62,1,3844,"3","4","3",120,1,40,3500,"21",8.1605182474775,"60+"
3,0,0,26,0,676,"3","6","9",6,1,48,6756.9443359375,"38",8.81832604553356,"25-34"
3,1,0,28,0,784,"3","6","1",60,0,48,5613.57273910985,"85",8.59175824812845,"25-34"
1,0,1,61,1,3721,"1","3","1",120,0,16,5021.1640218099,"55",8.50792937268526,"60+"
1,1,0,60,0,3600,"1","1","2",72,0,50,3266.66674804688,"77",8.09152540090286,"60+"
1,0,0,30,0,900,"1","6","9",2,1,48,4559.49365234375,"55",8.42496685519022,"25-34"
1,1,1,49,0,2401,"2","7","9",216,1,30,25585,"13",10.1497615212392,"45-54"
1,0,0,46,0,2116,"2","7","7",6,1,40,16801.5896521935,"13",9.56126192890008,"45-54"
1,1,0,25,0,625,"2","7","2",5,0,42,4944.4443359375,"98",8.50601986887289,"25-34"
1,1,0,22,0,484,"2","7","9",2,0,20,5534.6731071921,"3",8.57019872616996,"18-24"
1,0,0,21,0,441,"2","7","5",1,0,40,6416.66650390625,"3",8.76665402568256,"18-24"
2,0,0,31,0,961,"2","7","7",24,1,48,4508.33447265625,"39",8.41368306776142,"25-34"
0,0,1,61,1,3721,"2","7","1",240,0,77,79333.3359375,"41",11.2814136968111,"60+"
2,1,1,34,0,1156,"1","4","2",48,0,84,4057.14008976863,"79",8.26211633342354,"25-34"
2,0,0,27,0,729,"1","4","2",24,0,60,3963.0324125744,"79",8.20799159642281,"25-34"
3,0,0,18,0,324,"1","5","8",6,1,48,4034.72216796875,"45",8.3026927228114,"18-24"
1,1,1,27,0,729,"2","6","2",3,0,98,10279.0572265625,"41",8.95420082825202,"25-34"
1,0,0,24,0,576,"2","7","2",3,0,98,4729.93286132812,"41",8.46100707922361,"18-24"
0,1,1,62,0,3844,"2","3","1",60,0,60,4054.99774169922,"45",8.12885448532475,"60+"
1,0,1,53,1,2809,"2","3","1",12,0,5,4127.39385986328,"79",8.30065899774788,"45-54"
1,1,0,25,0,625,"2","7","9",1,1,48,5289.91455078125,"39",8.57355737175048,"25-34"
1,1,1,54,0,2916,"2","5","9",36,1,50,5467.20703125,"98",8.606523167439,"45-54"
1,0,0,26,0,676,"2","7","9",48,1,48,4693.67724609375,"44",8.45397161522587,"25-34"
1,1,0,25,0,625,"2","7","9",7,1,48,5784.12744140625,"3",8.66287279703402,"25-34"
0,1,1,85,0,7225,"2","3","2",360,1,35,4054.99774169922,"45",8.12885448532475,"60+"
0,0,0,76,0,5776,"2","3","2",360,0,7,3776.12036132813,"45",8.16367784482167,"60+"
1,1,1,33,0,1089,"2","7","1",24,0,48,6089.8826385498,"45",8.50163749160376,"25-34"
1,0,0,29,0,841,"2","7","7",24,1,48,6723.7265625,"45",8.81339782780335,"25-34"
2,1,1,24,0,576,"1","6","7",7,1,48,4539.2392578125,"39",8.42051471263644,"18-24"
0,1,1,62,0,3844,"6","7","9",72,1,48,97222.21875,"21",11.4847545522892,"60+"
0,0,0,53,0,2809,"6","7","2",120,1,10,21232.2057756696,"44",9.59619243464887,"45-54"
0,0,0,27,0,729,"6","7","9",3,1,48,38888.890625,"21",10.5684639007722,"25-34"
2,0,1,44,1,1936,"2","5","1",38,0,16,4698.22372923779,"55",8.43465989216789,"35-44"
2,1,0,23,0,529,"2","3","7",24,1,55,3964.78515625,"59",8.28520694754414,"18-24"
0,0,1,30,1,900,"4","7","9",28,1,48,15555.5556640625,"11",9.65217313123067,"25-34"
0,0,0,29,0,841,"4","7","1",7,1,48,25453.9677229256,"12",9.80067020560132,"25-34"
1,1,1,20,0,400,"2","6","3",12,0,48,4375,"37",8.38366179879172,"18-24"
1,0,1,38,1,1444,"2","6","9",22,1,48,4534.3779296875,"39",8.41944318217848,"35-44"
1,1,1,30,0,900,"1","4","1",192,0,36,6089.8826385498,"45",8.50163749160376,"25-34"
2,0,1,38,1,1444,"1","6","4",24,1,48,4534.17578125,"55",8.41939859989028,"35-44"
2,1,0,19,0,361,"1","6","9",2,0,48,4176.5048828125,"33",8.33723002331116,"18-24"
2,1,0,26,0,676,"1","6","6",36,1,50,4352.80859375,"99",8.37857656947366,"25-34"
2,1,1,46,0,2116,"2","5","2",120,1,66,5278.14580426897,"53",8.53994176170509,"45-54"
2,0,0,44,0,1936,"2","7","3",5,1,48,2916.66674804688,"13",7.97819671858534,"35-44"
2,0,0,21,0,441,"2","7","9",11,0,48,3797.7041015625,"33",8.24215197932255,"18-24"
2,0,1,53,1,2809,"6","7","1",180,0,10,27820.7724609375,"2",10.1572393298218,"45-54"
2,1,1,27,0,729,"2","5","8",4,0,48,4640.57059254366,"37",8.41448966174388,"25-34"
1,1,0,34,0,1156,"4","6","9",60,1,48,8517.6923828125,"17",9.04990073604993,"25-34"
1,0,0,31,0,961,"4","6","6",36,1,48,4542.98291015625,"32",8.42133910395533,"25-34"
0,1,1,44,0,1936,"6","7","9",144,0,40,52500,"2",10.8685684485797,"35-44"
0,1,1,61,0,3721,"3","7","1",180,1,40,79333.3359375,"41",11.2814136968111,"60+"
0,0,0,65,0,4225,"3","7","1",84,0,3,3776.12036132813,"45",8.16367784482167,"60+"
0,1,1,42,0,1764,"3","6","1",72,0,72,4656.26293945312,"41",8.44596596497594,"35-44"
0,1,1,40,0,1600,"4","7","6",168,1,48,15862.942915483,"16",9.55286842834251,"35-44"
0,0,0,34,0,1156,"4","7","9",36,1,40,21486.111328125,"13",9.97516202063934,"25-34"
2,1,1,37,0,1369,"3","6","5",36,1,60,5099.26775512695,"98",8.46264186454584,"35-44"
2,0,0,36,0,1296,"3","5","5",24,1,48,4659.95703125,"53",8.44676150631538,"35-44"
1,0,1,43,1,1849,"3","7","6",84,1,48,11666.6669921875,"21",9.36449107970523,"35-44"
1,0,0,41,0,1681,"3","7","9",24,1,48,13894.67578125,"30",9.53926100842111,"35-44"
1,0,1,34,1,1156,"3","6","4",24,1,48,4688.31298828125,"55",8.45282809274012,"25-34"
1,1,0,19,0,361,"3","6","6",1,0,72,2531.802734375,"85",7.83668687121439,"18-24"
0,0,1,54,1,2916,"3","7","8",288,1,40,24208.333984375,"13",10.0944522323794,"45-54"
0,1,0,22,0,484,"3","7","1",12,0,4,17980.3158203125,"13",9.37661142924533,"18-24"
0,1,1,39,0,1521,"1","5","1",96,0,48,5353.58471679688,"51",8.52155110323584,"35-44"
1,1,1,51,0,2601,"1","3","5",36,1,60,3486.98388671875,"58",8.15679242570677,"45-54"
1,0,0,22,0,484,"1","7","4",24,0,48,2928.30372619629,"57",7.86002286363195,"18-24"
2,1,1,39,0,1521,"3","6","1",120,0,24,5702.29777832031,"85",8.57650844965048,"35-44"
2,0,0,31,0,961,"3","7","6",5,1,40,4659.0771484375,"13",8.44657267069183,"25-34"
0,0,0,25,0,625,"3","6","4",7,1,50,4479.0029296875,"39",8.40715574030119,"25-34"
1,1,1,40,0,1600,"3","3","9",4,1,48,4965.84033203125,"37",8.51033781332231,"35-44"
1,1,0,23,0,529,"3","7","5",1,1,40,6469.42529296875,"33",8.77484255711514,"18-24"
1,1,0,21,0,441,"3","7","8",24,1,45,4845.31201171875,"33",8.48576692095492,"18-24"
0,1,1,56,0,3136,"3","6","1",72,0,20,4731.94486490885,"45",8.38244362475935,"55-60"
0,0,0,62,0,3844,"3","7","1",324,0,38,3776.12036132813,"45",8.16367784482167,"60+"
2,0,1,43,1,1849,"2","7","9",94,1,48,10120.0234375,"39",9.22227125879727,"35-44"
2,1,0,44,0,1936,"2","7","9",1,1,90,3629.62963867188,"98",8.19688589413961,"35-44"
2,0,1,45,1,2025,"3","4","1",2,0,16,4739.58349609375,"54",8.46370454080591,"45-54"
1,1,1,50,0,2500,"6","7","9",264,1,50,32964.4484650985,"21",10.1316730531629,"45-54"
1,0,0,37,0,1369,"6","7","9",120,1,40,37916.66796875,"30",10.5431460824857,"35-44"
1,0,0,35,0,1225,"6","7","1",6,1,72,2634.42626953125,"54",7.87642070274461,"35-44"
0,1,1,46,0,2116,"1","5","9",144,1,60,4039.150390625,"90",8.30378964948894,"45-54"
1,0,1,73,1,5329,"1","3","2",6,0,36,3855.09116804096,"54",8.08724341737417,"60+"
1,0,0,30,0,900,"1","7","9",8,1,40,5424.919921875,"34",8.59875841735502,"25-34"
0,1,1,49,0,2401,"3","6","7",60,1,48,8101.8515625,"87",8.99984790250125,"45-54"
0,0,0,49,0,2401,"3","6","5",46,1,48,9580.4404296875,"33",9.16747884377949,"45-54"
1,1,1,46,0,2116,"3","7","1",96,0,36,7420.33885091146,"85",8.77796698338465,"45-54"
1,0,0,42,0,1764,"3","7","9",72,1,48,19484.953125,"39",9.87739781207323,"35-44"
1,1,0,21,0,441,"3","7","1",24,0,29,5534.6731071921,"3",8.57019872616996,"18-24"
1,1,1,34,0,1156,"3","5","2",48,0,50,4129.47033691406,"80",8.3187715000695,"25-34"
1,0,0,36,0,1296,"3","5","2",48,0,40,4486.53845214844,"80",8.40818434891696,"35-44"
1,0,0,20,0,400,"3","7","2",12,0,20,2973.59487915039,"80",7.92552416018006,"18-24"
2,0,1,44,1,1936,"3","6","9",60,1,48,6562.5,"38",8.78912690689988,"35-44"
2,1,0,18,0,324,"3","6","2",3,0,24,4666.66650390625,"45",8.44820028505205,"18-24"
3,1,1,38,0,1444,"3","7","1",36,0,30,4656.26293945312,"41",8.44596596497594,"35-44"
1,0,1,30,1,900,"3","6","3",5,0,54,4601.85205078125,"57",8.43421412118266,"25-34"
2,1,1,34,0,1156,"3","7","9",9,1,60,16203.7041015625,"84",9.69299514332905,"25-34"
1,1,1,62,0,3844,"3","4","2",120,0,48,4054.99774169922,"45",8.12885448532475,"60+"
1,0,0,62,0,3844,"3","3","9",78,0,48,4542.47998046875,"55",8.42122839309908,"60+"
1,1,0,33,0,1089,"3","7","2",3,0,40,4640.57059254366,"37",8.41448966174388,"25-34"
4,0,1,34,1,1156,"3","4","1",192,0,50,4967.54318311738,"45",8.39675093754077,"25-34"
1,0,1,47,1,2209,"3","6","1",36,0,50,4563.757559982,"55",8.40068127693269,"45-54"
1,1,0,35,0,1225,"3","7","9",36,1,48,5063.65771484375,"39",8.52984436968408,"35-44"
0,1,1,58,0,3364,"3","7","1",72,1,56,42514.956817627,"21",10.4515058812745,"55-60"
0,0,0,60,0,3600,"3","7","2",96,1,45,3776.12036132813,"45",8.16367784482167,"60+"
0,1,0,25,0,625,"3","7","9",11,1,40,10402.7783203125,"16",9.24982819563617,"25-34"
0,1,1,90,0,8100,"6","7","5",720,1,30,23381.9443359375,"2",10.0460465559497,"60+"
0,1,0,54,0,2916,"6","7","2",25,1,40,32964.4484650985,"21",10.1316730531629,"45-54"
0,0,0,51,0,2601,"6","4","1",30,1,48,4375,"54",8.38366179879172,"45-54"
2,1,1,51,0,2601,"2","6","9",240,1,48,7291.66650390625,"74",8.89448740023628,"45-54"
2,0,0,50,0,2500,"2","6","1",120,0,10,5840.91949721514,"45",8.35566975822277,"45-54"
2,0,0,26,0,676,"2","7","9",24,1,40,5791.0009765625,"38",8.6640604358603,"25-34"
2,0,0,27,0,729,"2","7","2",1,1,48,5141.80615234375,"45",8.54515968823224,"25-34"
0,1,1,30,0,900,"1","7","1",6,0,50,5121.04207803915,"98",8.479953588418,"25-34"
0,0,0,25,0,625,"1","6","9",36,1,48,6278.93505859375,"97",8.74495566842545,"25-34"
1,0,1,28,1,784,"2","6","5",18,1,48,4739.58349609375,"45",8.46370454080591,"25-34"
1,1,1,31,0,961,"2","7","9",26,1,48,4317.6923828125,"34",8.37047636787294,"25-34"
0,1,1,47,0,2209,"2","7","9",12,1,48,9548.36121247944,"39",8.86736224582321,"45-54"
1,1,1,48,0,2304,"3","4","2",3,0,40,5820.79130817282,"95",8.58353163142216,"45-54"
1,0,0,43,0,1849,"3","6","1",36,1,48,3540.95568847656,"57",8.10753703444939,"35-44"
1,1,1,54,0,2916,"3","3","1",360,0,24,6809.51400951629,"45",8.64013192068761,"45-54"
0,0,0,25,0,625,"3","7","6",24,1,48,18496.6662925606,"21",9.49961966364281,"25-34"
1,1,1,35,0,1225,"2","7","9",48,1,60,13481.4814453125,"45",9.50907227793168,"35-44"
1,0,0,25,0,625,"2","7","1",84,0,12,6067.65577028509,"59",8.63024052802542,"25-34"
2,0,0,30,0,900,"3","7","9",7,1,50,7024.36546219606,"39",8.73164298587782,"25-34"
2,1,0,30,0,900,"3","6","4",2,0,25,3733.33325195312,"55",8.2250567468168,"25-34"
1,0,1,25,1,625,"1","6","9",72,1,60,3744.00708007812,"80",8.2279117286422,"25-34"
1,1,1,48,0,2304,"3","7","3",36,0,48,32964.4484650985,"21",10.1316730531629,"45-54"
1,0,0,47,0,2209,"3","7","3",12,1,72,5840.91949721514,"45",8.35566975822277,"45-54"
1,1,0,24,0,576,"3","7","2",24,0,48,3797.7041015625,"90",8.24215197932255,"18-24"
1,1,1,21,0,441,"3","7","1",8,0,54,4069.34076031184,"97",8.25641034528814,"18-24"
1,0,0,19,0,361,"3","6","2",1,0,22,3818.18188476562,"45",8.24752964190575,"18-24"
1,1,0,21,0,441,"3","7","5",5,0,40,5526.31591796875,"39",8.61727667322471,"18-24"
0,0,1,39,1,1521,"3","7","2",12,1,59,13115.2804236779,"7",9.39686036978017,"35-44"
0,1,1,28,0,784,"3","7","9",2,1,30,20484.8440987723,"6",9.59870159454442,"25-34"
0,1,0,26,0,676,"3","7","9",7,1,48,10422.7633666992,"19",9.08757234808031,"25-34"
1,1,1,22,0,484,"2","5","4",6,0,60,3699.38701520647,"79",8.18716903088612,"18-24"
1,1,1,27,0,729,"3","6","3",60,0,78,6089.8826385498,"45",8.50163749160376,"25-34"
0,1,1,59,0,3481,"3","4","3",24,0,42,5401.99792480469,"87",8.53383318478506,"55-60"
0,1,1,44,0,1936,"2","7","2",3,0,48,5462.90632120768,"84",8.50037009492909,"35-44"
0,0,0,48,0,2304,"2","7","5",12,0,66,7076.38891601562,"16",8.63428989493226,"45-54"
0,1,0,20,0,400,"2","7","5",7,0,66,5388.99133300781,"16",8.54697543667161,"18-24"
0,0,0,35,0,1225,"2","6","3",3,0,48,3500,"77",8.1605182474775,"35-44"
1,1,1,41,0,1681,"6","7","4",36,1,40,110833.3359375,"2",11.6157828739062,"35-44"
1,0,0,42,0,1764,"6","7","9",60,1,40,58333.33203125,"30",10.9739289419161,"35-44"
1,0,1,47,1,2209,"6","7","6",36,1,4,26128.47265625,"41",10.1707809050746,"45-54"
0,0,0,62,0,3844,"4","6","3",6,1,16,5380.63916015625,"59",8.57166136199334,"60+"
0,1,0,29,0,841,"4","7","1",36,1,48,12040.9016703944,"2",9.24214828366027,"25-34"
0,0,0,23,0,529,"4","7","4",3,1,48,4925.11210801866,"32",8.44461387835179,"18-24"
0,1,1,40,0,1600,"2","7","1",3,1,70,5099.26775512695,"98",8.46264186454584,"35-44"
2,0,1,56,1,3136,"1","4","2",300,0,72,5897.8121686663,"45",8.5157214480176,"55-60"
2,0,0,32,0,1024,"1","6","9",3,1,48,4937.85009765625,"58",8.50468531255011,"25-34"
2,1,1,45,0,2025,"2","6","9",48,1,48,8854.7294921875,"97",9.08870700115489,"45-54"
0,0,1,39,1,1521,"2","6","9",24,1,48,4534.17578125,"53",8.41939859989028,"35-44"
0,1,0,41,0,1681,"2","6","1",60,0,40,6180.73330078125,"83",8.67250586662627,"35-44"
2,0,1,43,1,1849,"2","6","4",36,1,40,6341.6767578125,"21",8.75489848530558,"35-44"
0,1,1,64,0,4096,"2","3","1",12,0,49,4054.99774169922,"45",8.12885448532475,"60+"
3,1,1,31,0,961,"1","6","9",8,1,48,5312.923828125,"59",8.57789758946223,"25-34"
3,0,0,33,0,1089,"1","6","9",60,1,60,4452.77783203125,"45",8.40128341232572,"25-34"
0,0,1,40,1,1600,"3","7","7",240,1,48,27182.7450400905,"30",9.84718599420295,"35-44"
2,0,1,29,1,841,"2","7","9",11,1,48,5162.5,"43",8.54917623726929,"25-34"
2,1,0,46,0,2116,"1","7","9",104,1,48,7576.25732421875,"53",8.93277459999906,"45-54"
1,0,1,54,1,2916,"3","7","9",384,1,40,44868.05859375,"12",10.7114814306783,"45-54"
0,1,1,36,0,1296,"2","7","4",10,1,72,7869.2021484375,"97",8.97071195742061,"35-44"
0,0,0,31,0,961,"2","6","9",96,1,48,10130.5556640625,"39",9.22331144905152,"25-34"
0,1,1,57,0,3249,"2","6","2",36,0,40,5231.85852050781,"53",8.51432231375178,"55-60"
0,0,0,49,0,2401,"2","4","2",36,1,60,3937.88257271903,"53",8.21983749853064,"45-54"
3,0,0,52,0,2704,"2","4","2",240,1,40,29214.3343955592,"21",9.90368711535261,"45-54"
3,1,0,18,0,324,"2","6","2",24,0,48,4861.111328125,"95",8.4890223590924,"18-24"
3,0,0,33,0,1089,"2","4","2",63,0,45,4821.95227050782,"41",8.41366256105503,"25-34"
3,1,0,38,0,1444,"2","5","2",63,0,48,15862.942915483,"16",9.55286842834251,"35-44"
0,1,1,27,0,729,"3","7","9",12,1,30,6450.2453141646,"39",8.67079768226699,"25-34"
1,0,1,40,1,1600,"2","7","2",1,0,32,5490.1962890625,"53",8.61071928779202,"35-44"
1,1,0,38,0,1444,"3","7","9",108,1,48,8519.5029296875,"33",9.05011327653545,"35-44"
1,1,0,26,0,676,"3","7","9",60,1,40,7781.92529296875,"39",8.9595590535201,"25-34"
1,1,0,23,0,529,"2","6","9",20,1,36,9015.4599609375,"44",9.10669615607046,"18-24"
3,1,1,32,0,1024,"2","6","9",48,1,60,6357.85791015625,"58",8.75744679302289,"25-34"
0,0,1,24,1,576,"3","7","1",6,0,25,11170.7989257812,"7",9.2742074633734,"18-24"
0,1,1,76,0,5776,"2","5","1",360,0,15,4054.99774169922,"45",8.12885448532475,"60+"
0,0,1,52,1,2704,"2","6","1",240,0,30,4127.39385986328,"79",8.30065899774788,"45-54"
1,1,1,65,0,4225,"2","4","1",240,0,20,5632.12133789062,"84",8.48980547605328,"60+"
1,0,0,58,0,3364,"2","6","1",24,1,2,5897.8121686663,"45",8.5157214480176,"55-60"
0,0,0,69,0,4761,"2","4","1",36,0,12,3776.12036132813,"45",8.16367784482167,"60+"
0,1,0,36,0,1296,"2","6","9",36,1,48,4842.24853515625,"97",8.48513446520927,"35-44"
2,1,1,50,0,2500,"3","7","9",1,1,30,19685.5546875,"13",9.8876403811622,"45-54"
2,1,1,38,0,1444,"3","6","1",192,1,70,3540.95568847656,"57",8.10753703444939,"35-44"
1,1,0,37,0,1369,"2","7","9",101,1,40,19990.833984375,"13",9.90302914670298,"35-44"
1,0,0,34,0,1156,"2","7","7",7,1,45,11212.962890625,"3",9.32482578895973,"25-34"
2,1,1,45,0,2025,"2","7","9",6,1,48,4226.5078125,"8",8.34913135482344,"45-54"
2,0,0,41,0,1681,"2","7","1",12,0,8,4964.89216918945,"77",8.26104763650992,"35-44"
0,0,0,53,0,2809,"2","7","9",60,1,48,16801.5896521935,"13",9.56126192890008,"45-54"
1,1,1,63,0,3969,"2","4","6",7,1,50,6533.33349609375,"97",8.78467258146281,"60+"
1,0,0,56,0,3136,"2","4","1",8,0,12,2916.66674804688,"54",7.97819671858534,"55-60"
1,1,0,28,0,784,"2","6","7",3,1,48,5510.0693359375,"58",8.6143324857225,"25-34"
0,0,0,47,0,2209,"1","5","9",212,1,48,3159.72216796875,"77",8.05823938118676,"45-54"
2,1,1,31,0,961,"1","7","9",96,1,45,10309.01171875,"39",9.24077371584518,"25-34"
2,0,0,26,0,676,"1","6","9",5,1,48,4608.9150390625,"39",8.43574775884752,"25-34"
2,0,0,57,0,3249,"1","4","1",180,0,23,4154.57390679253,"79",8.24442989930987,"55-60"
1,0,0,43,0,1849,"1","7","9",60,1,35,16103.4906475361,"13",9.44770084780992,"35-44"
1,0,0,40,0,1600,"1","7","9",11,1,66,4663.2880859375,"45",8.44747607614324,"35-44"
1,0,0,38,0,1444,"1","6","3",96,1,48,4542.47998046875,"45",8.42122839309908,"35-44"
0,1,1,56,0,3136,"2","5","2",4,0,48,5410.11350661058,"95",8.54054473258718,"55-60"
0,1,0,27,0,729,"2","5","9",84,1,48,5045.83349609375,"33",8.52631813144964,"25-34"
0,0,1,52,1,2704,"2","4","7",18,0,48,4530.3271484375,"55",8.4185494340676,"45-54"
0,0,0,21,0,441,"2","7","9",30,1,48,56635.40234375,"39",10.9443895517634,"18-24"
0,0,0,19,0,361,"2","7","6",3,1,48,4317.6923828125,"39",8.37047636787294,"18-24"
0,1,0,19,0,361,"2","7","9",8,1,48,5534.6731071921,"3",8.57019872616996,"18-24"
1,1,1,50,0,2500,"1","4","3",9,0,48,1944.44445800781,"55",7.57273158955083,"45-54"
1,0,0,25,0,625,"1","6","7",15,1,48,4287.8662109375,"56",8.3635445014564,"25-34"
1,1,1,27,0,729,"2","7","9",12,1,48,8438.2939453125,"30",9.04053542797614,"25-34"
1,0,0,23,0,529,"2","7","5",22,1,48,4681.021484375,"43",8.45127163098725,"18-24"
3,1,1,39,0,1521,"1","6","1",140,0,55,5064.25485486869,"95",8.46477715835634,"35-44"
3,0,0,35,0,1225,"1","7","9",1,0,53,3827.78051757812,"38",8.2500404148732,"35-44"
4,1,0,33,0,1089,"1","6","5",1,0,48,1215.27783203125,"97",7.10272799797251,"25-34"
4,1,0,22,0,484,"1","7","9",3,1,30,8463.86328125,"58",9.04356100099621,"18-24"
1,0,1,45,1,2025,"1","6","9",6,1,48,4682.27587890625,"55",8.45153956961829,"45-54"
1,0,0,25,0,625,"1","6","9",35,1,45,4845.8486328125,"33",8.48587766539802,"25-34"
0,0,1,51,1,2601,"2","7","8",156,1,40,12500.8330078125,"13",9.433550561695,"45-54"
0,1,1,35,0,1225,"2","7","3",48,0,24,5064.25485486869,"95",8.46477715835634,"35-44"
1,1,0,41,0,1681,"4","7","9",6,1,30,15862.942915483,"16",9.55286842834251,"35-44"
1,0,0,38,0,1444,"4","7","3",60,1,48,7234.35888671875,"12",8.8865970223844,"35-44"
